,id,age,sex,hhold,htype,wp,long,lat,RID
10810908,34031125000i557,11,f,34031125000h460,5,34003030300s4,-74.1309343653756,40.8755032778065,385301
7422608,36081088901i5870,46,f,36081088901h3433,0,36081088901h3433,-73.82907057924109,40.765191424668394,779517
7422609,36081088901i5346,44,m,36081088901h3433,0,09001010300w276,-73.82907057924109,40.765191424668394,779517
9328158,34003051400i615,9,m,34003051400h566,3,34013006700s1,-74.0970744516603,40.8073795214242,318472
9328159,34003051400i3993,55,m,34003051400h566,3,34013008000w1727,-74.0970744516603,40.8073795214242,318472
9328160,34003051400i429,32,m,34003051400h566,3,34003051400h566,-74.0970744516603,40.8073795214242,318472
6817768,36081049600i2301,48,m,36081049600h675,0,36081079900w419,-73.754710564281,40.716275577142,780058
6817769,36081049600i3023,15,f,36081049600h675,0,36081156700s1,-73.754710564281,40.716275577142,780058
6817770,36081049600i1436,34,f,36081049600h675,0,36081049600h675,-73.754710564281,40.716275577142,780058
6817771,36081049600i1290,37,m,36081049600h675,0,36047000900w10494,-73.754710564281,40.716275577142,780058
6817772,36081049600i2616,22,f,36081049600h675,0,36081049600h675,-73.754710564281,40.716275577142,780058
6817773,36081049600i2355,39,f,36081049600h675,0,36047024900w3,-73.754710564281,40.716275577142,780058
6817774,36081049600i3017,6,f,36081049600h675,0,36103111701s0,-73.754710564281,40.716275577142,780058
9562552,34013005400i2541,53,f,34013005400h1020,1,34013005400h1020,-74.20217818484909,40.71916817299179,751409
9562553,34013005400i931,62,m,34013005400h1020,1,34039030702w91,-74.20217818484909,40.71916817299179,751409
9562554,34013005400i3411,5,m,34013005400h1020,1,34003001000s1,-74.20217818484909,40.71916817299179,751409
9562555,34013005400i1980,69,f,34013005400h1020,1,34013980200w550,-74.20217818484909,40.71916817299179,751409
4681339,36061011800i6171,62,f,36061011800h4119,0,36061011800h4119,-73.9620826050463,40.767717209591105,1252139
4681340,36061011800i5862,71,m,36061011800h4119,0,36061011800w168,-73.9620826050463,40.767717209591105,1252139
3478332,36047087401i1105,24,m,36047087401h1040,1,36047087401h1040,-73.9373177472565,40.660938992809704,665879
3478333,36047087401i1230,18,f,36047087401h1040,1,36047004900w41,-73.9373177472565,40.660938992809704,665879
3478334,36047087401i1988,16,f,36047087401h1040,1,36081016300s0,-73.9373177472565,40.660938992809704,665879
6710385,36081046200i5804,9,m,36081046200h1952,0,36103147803s1,-73.7884651982912,40.7115522609774,90898
6710386,36081046200i5022,49,f,36081046200h1952,0,36081046200h1952,-73.7884651982912,40.7115522609774,90898
6710387,36081046200i6730,40,m,36081046200h1952,0,36059519300w784,-73.7884651982912,40.7115522609774,90898
6710388,36081046200i4885,88,m,36081046200h1952,0,36081046200h1952,-73.7884651982912,40.7115522609774,90898
6710389,36081046200i3763,45,m,36081046200h1952,0,36061005000w284,-73.7884651982912,40.7115522609774,90898
6710390,36081046200i5444,39,m,36081046200h1952,0,36103158304w95,-73.7884651982912,40.7115522609774,90898
6710391,36081046200i6049,35,f,36081046200h1952,0,36081046200h1952,-73.7884651982912,40.7115522609774,90898
6710392,36081046200i4011,46,f,36081046200h1952,0,36081046200h1952,-73.7884651982912,40.7115522609774,90898
8741765,34003003300i723,56,f,34003003300h478,4,34003047100w327,-74.00065240408749,40.9307355901959,309490
8741766,34003003300i6002,48,f,34003003300h478,4,34003055200w138,-74.00065240408749,40.9307355901959,309490
8741767,34003003300i6451,49,f,34003003300h478,4,36005017701w27,-74.00065240408749,40.9307355901959,309490
8741768,34003003300i5934,46,f,34003003300h478,4,34003003300h478,-74.00065240408749,40.9307355901959,309490
7401267,36081086500i4282,74,f,36081086500h1505,0,36081086500h1505,-73.8247298840506,40.761674459940004,800136
7401268,36081086500i3970,22,m,36081086500h1505,0,36081086500h1505,-73.8247298840506,40.761674459940004,800136
7401269,36081086500i3603,42,m,36081086500h1505,0,36081086500h1505,-73.8247298840506,40.761674459940004,800136
7401270,36081086500i1974,53,f,36081086500h1505,0,36119011800w318,-73.8247298840506,40.761674459940004,800136
7401271,36081086500i1745,47,m,36081086500h1505,0,36059518700w465,-73.8247298840506,40.761674459940004,800136
9430229,34013000200i2272,23,m,34013000200h698,3,34013000200h698,-74.17717230921691,40.7649804041564,325410
9430230,34013000200i1011,9,f,34013000200h698,3,34003001000s1,-74.17717230921691,40.7649804041564,325410
9430231,34013000200i1015,3,m,34013000200h698,3,34013022900d6,-74.17717230921691,40.7649804041564,325410
9430232,34013000200i567,45,m,34013000200h698,3,34039033600w595,-74.17717230921691,40.7649804041564,325410
9430233,34013000200i2507,12,m,34013000200h698,3,34013022900s3,-74.17717230921691,40.7649804041564,325410
9430234,34013000200i2297,25,m,34013000200h698,3,34013000200h698,-74.17717230921691,40.7649804041564,325410
8240635,36085027705i3426,18,m,36085027705h422,5,36061011300w1713,-74.1529331197078,40.588637505492,703988
8240636,36085027705i4796,52,m,36085027705h422,5,36085027705h422,-74.1529331197078,40.588637505492,703988
8240637,36085027705i522,50,f,36085027705h422,5,36085027705h422,-74.1529331197078,40.588637505492,703988
8240638,36085027705i567,8,m,36085027705h422,5,36047021200s0,-74.1529331197078,40.588637505492,703988
6829561,36081050000i890,44,f,36081050000h572,5,36081050000h572,-73.7615200509279,40.7127044211371,472023
6829562,36081050000i3549,10,f,36081050000h572,5,36103146705s2,-73.7615200509279,40.7127044211371,472023
6829563,36081050000i895,11,f,36081050000h572,5,36103111701s0,-73.7615200509279,40.7127044211371,472023
6829564,36081050000i4175,5,f,36081050000h572,5,36103146705s2,-73.7615200509279,40.7127044211371,472023
3257354,36047072400i1584,59,f,36047072400h345,4,36103135401w176,-73.9285074623867,40.634192479059,768645
3257355,36047072400i1738,62,f,36047072400h345,4,36081066900w2,-73.9285074623867,40.634192479059,768645
3257356,36047072400i1350,24,m,36047072400h345,4,36061006700w137,-73.9285074623867,40.634192479059,768645
3257357,36047072400i598,52,f,36047072400h345,4,36047072400h345,-73.9285074623867,40.634192479059,768645
181337,36005007200i1764,28,m,36005007200h1187,1,42075003500w,-73.8602133837963,40.832177671578606,66676
181338,36005007200i4045,12,m,36005007200h1187,1,36005035100s1,-73.8602133837963,40.832177671578606,66676
181339,36005007200i2328,30,f,36005007200h1187,1,36005007200h1187,-73.8602133837963,40.832177671578606,66676
181340,36005007200i2712,2,m,36005007200h1187,1,36005000400d0,-73.8602133837963,40.832177671578606,66676
181341,36005007200i2740,8,m,36005007200h1187,1,36005000400s0,-73.8602133837963,40.832177671578606,66676
181342,36005007200i2742,1,m,36005007200h1187,1,36005000400d0,-73.8602133837963,40.832177671578606,66676
181343,36005007200i2722,11,f,36005007200h1187,1,36005000400s0,-73.8602133837963,40.832177671578606,66676
5520750,36061025300i3004,34,f,36061025300h1573,4,36061025300h1573,-73.9370508300902,40.8431089988986,1251906
8472279,36119002403i3847,60,m,36119002403h2085,6,36119008602w859,-73.8511472166094,40.917395906437704,534046
8472280,36119002403i4557,3,m,36119002403h2085,6,36005042600d1,-73.8511472166094,40.917395906437704,534046
8472281,36119002403i3851,68,m,36119002403h2085,6,36119000702w23,-73.8511472166094,40.917395906437704,534046
5141398,36061018100i7551,54,f,36061018100h4489,6,34039035200w144,-73.9684460336349,40.7932431101926,1253116
5141399,36061018100i7558,43,f,36061018100h4489,6,36061018100h4489,-73.9684460336349,40.7932431101926,1253116
3317731,36047077000i1716,53,m,36047077000h985,6,36047077000h985,-73.9511674210353,40.6349131277185,424340
3317732,36047077000i2086,0,f,36047077000h985,6,36047077000h985,-73.9511674210353,40.6349131277185,424340
3317733,36047077000i1702,56,m,36047077000h985,6,36047077000h985,-73.9511674210353,40.6349131277185,424340
1278197,36005042901i1355,5,m,36005042901h677,3,36005000400s0,-73.8736207578738,40.8748066407793,763562
1278198,36005042901i453,38,m,36005042901h677,3,36005042901h677,-73.8736207578738,40.8748066407793,763562
1278199,36005042901i1363,14,m,36005042901h677,3,36005001600s10,-73.8736207578738,40.8748066407793,763562
1278200,36005042901i2629,37,f,36005042901h677,3,36061024500w63,-73.8736207578738,40.8748066407793,763562
1278201,36005042901i2454,38,f,36005042901h677,3,36005042901h677,-73.8736207578738,40.8748066407793,763562
5706279,36081000400i4129,33,f,36081000400h576,1,36081000400h576,-73.8649187163656,40.6884950177327,781237
5706280,36081000400i1163,8,m,36081000400h576,1,36103190401s0,-73.8649187163656,40.6884950177327,781237
5706281,36081000400i1165,1,m,36081000400h576,1,36103200901d0,-73.8649187163656,40.6884950177327,781237
5706282,36081000400i648,52,m,36081000400h576,1,36061031703w514,-73.8649187163656,40.6884950177327,781237
5706283,36081000400i3134,56,f,36081000400h576,1,36061012500w600,-73.8649187163656,40.6884950177327,781237
5706284,36081000400i1011,44,f,36081000400h576,1,36081043200w19,-73.8649187163656,40.6884950177327,781237
9137532,34003031100i1418,30,m,34003031100h1122,1,34003031100h1122,-74.1176153659803,40.81246519930411,808789
9137533,34003031100i2569,4,m,34003031100h1122,1,34039036600s7,-74.1176153659803,40.81246519930411,808789
9137534,34003031100i1631,20,f,34003031100h1122,1,36061008100w321,-74.1176153659803,40.81246519930411,808789
9137535,34003031100i2566,0,m,34003031100h1122,1,34013009500d2,-74.1176153659803,40.81246519930411,808789
9855093,34013014700i94,15,f,34013014700h192,9,34023000603s1,-74.1780527044839,40.7893137820772,326667
7852612,36081146700i1105,11,f,36081146700h698,1,36005000400s0,-73.7745636927436,40.7620165007358,777701
7852613,36081146700i2336,38,f,36081146700h698,1,36081146700h698,-73.7745636927436,40.7620165007358,777701
7852614,36081146700i878,21,f,36081146700h698,1,36081146700h698,-73.7745636927436,40.7620165007358,777701
7852615,36081146700i789,34,m,36081146700h698,1,36061010900w2230,-73.7745636927436,40.7620165007358,777701
7852616,36081146700i1106,1,m,36081146700h698,1,36005000400d0,-73.7745636927436,40.7620165007358,777701
4221237,36061002201i4878,12,m,36061002201h1233,4,36061002601s4,-73.9814355685183,40.7187846093491,449674
4221238,36061002201i6387,3,m,36061002201h1233,4,36061002201h1233,-73.9814355685183,40.7187846093491,449674
4221239,36061002201i1815,32,f,36061002201h1233,4,36061002201h1233,-73.9814355685183,40.7187846093491,449674
9113326,34003030100i1976,15,f,34003030100h1132,1,34003023502s0,-74.07464046733699,40.8846706315146,32305
9113327,34003030100i1979,14,f,34003030100h1132,1,34003023502s0,-74.07464046733699,40.8846706315146,32305
9113328,34003030100i1711,52,f,34003030100h1132,1,36087013002w417,-74.07464046733699,40.8846706315146,32305
9113329,34003030100i1331,47,m,34003030100h1132,1,34003030100h1132,-74.07464046733699,40.8846706315146,32305
9113330,34003030100i4441,83,f,34003030100h1132,1,34027042700w90,-74.07464046733699,40.8846706315146,32305
9550290,34013004900i2208,57,f,34013004900h1278,0,34013004900h1278,-74.2088339240112,40.7117805131806,328935
9550291,34013004900i2525,43,m,34013004900h1278,0,34013980200w432,-74.2088339240112,40.7117805131806,328935
9550292,34013004900i1780,53,m,34013004900h1278,0,34013004600w213,-74.2088339240112,40.7117805131806,328935
5221399,36061019300i6158,2,f,36061019300h2877,1,36061019300h2877,-73.9595383311189,40.7995448047641,1146577
5221400,36061019300i6182,2,f,36061019300h2877,1,36061019300h2877,-73.9595383311189,40.7995448047641,1146577
5221401,36061019300i6166,2,f,36061019300h2877,1,36061019300h2877,-73.9595383311189,40.7995448047641,1146577
5221402,36061019300i2911,39,m,36061019300h2877,1,36061019300h2877,-73.9595383311189,40.7995448047641,1146577
5221403,36061019300i4069,26,f,36061019300h2877,1,36061019300h2877,-73.9595383311189,40.7995448047641,1146577
933718,36005033000i4932,12,m,36005033000h763,5,36005033000s1,-73.8650850617399,40.8596018608184,763174
933719,36005033000i362,1,m,36005033000h763,5,36005033000h763,-73.8650850617399,40.8596018608184,763174
933720,36005033000i729,39,f,36005033000h763,5,36005033000h763,-73.8650850617399,40.8596018608184,763174
933721,36005033000i361,5,m,36005033000h763,5,36005000400s0,-73.8650850617399,40.8596018608184,763174
11150224,34039030400i5569,54,f,34039030400h1403,0,34039030400h1403,-74.18840423161659,40.64995020143571,652023
11150225,34039030400i2294,30,m,34039030400h1403,0,34039039800w327,-74.18840423161659,40.64995020143571,652023
11150226,34039030400i5150,29,m,34039030400h1403,0,34039030400h1403,-74.18840423161659,40.64995020143571,652023
11150227,34039030400i3058,21,f,34039030400h1403,0,34039030400h1403,-74.18840423161659,40.64995020143571,652023
1511608,36047007000i478,55,f,36047007000h459,4,36047007000h459,-74.0268746287832,40.6370345323541,423343
5945639,36081011300i1964,79,m,36081011300h1328,0,36081011300h1328,-73.90849424679271,40.7745730408346,780605
5945640,36081011300i1911,84,f,36081011300h1328,0,36061011402w442,-73.90849424679271,40.7745730408346,780605
2307031,36047033300i1011,26,m,36047033300h688,1,36061005800w676,-73.94388325622829,40.66501675408671,795368
2307032,36047033300i1279,15,f,36047033300h688,1,36047033700s2,-73.94388325622829,40.66501675408671,795368
2307033,36047033300i1157,1,m,36047033300h688,1,36047033500d0,-73.94388325622829,40.66501675408671,795368
8500486,36119003200i898,61,m,36119003200h697,1,09003502500w402,-73.8307817847955,40.910747732531,731726
8500487,36119003200i2073,27,f,36119003200h697,1,36119981000w665,-73.8307817847955,40.910747732531,731726
8500488,36119003200i1255,69,f,36119003200h697,1,36119003200h697,-73.8307817847955,40.910747732531,731726
8500489,36119003200i2278,25,m,36119003200h697,1,36119009000w165,-73.8307817847955,40.910747732531,731726
8500490,36119003200i1753,42,m,36119003200h697,1,36119009300w1345,-73.8307817847955,40.910747732531,731726
5747053,36081002500i3312,49,f,36081002500h1770,5,36081002500h1770,-73.9429397562711,40.7534653285446,782130
5747054,36081002500i5917,70,m,36081002500h1770,5,36061003300w2072,-73.9429397562711,40.7534653285446,782130
5747055,36081002500i4410,17,m,36081002500h1770,5,36103110501s1,-73.9429397562711,40.7534653285446,782130
5132176,36061018000i20,46,m,36061018000h535,7,36005009300w376,-73.9416776896768,40.7928166365281,1146704
3074773,36047057200i3936,45,f,36047057200h2133,0,36047057200h2133,-73.93517395588671,40.5955612051984,766988
3074774,36047057200i2694,41,m,36047057200h2133,0,36047000900w11662,-73.93517395588671,40.5955612051984,766988
5246187,36061019702i335,1,m,36061019702h498,5,36061021800d0,-73.95769971802551,40.80287586091671,1147742
5246188,36061019702i547,25,f,36061019702h498,5,36061011402w421,-73.95769971802551,40.80287586091671,1147742
9971117,34013017800i1871,34,m,34013017800h1106,0,34013017800h1106,-74.2399314209486,40.7763964847757,326244
9971118,34013017800i2306,34,f,34013017800h1106,0,34027042302w323,-74.2399314209486,40.7763964847757,326244
3856462,36047121400i2111,65,f,36047121400h956,4,36047121400h956,-73.8640944055472,40.6675419659248,797017
3129917,36047059401i528,23,f,36047059401h455,9,36047059401h455,-73.9439512360688,40.5891092509445,803525
7326414,36081081800i392,13,f,36081081800h182,5,36081010200s1,-73.8103167927458,40.6686350687242,782235
7326415,36081081800i408,11,f,36081081800h182,5,36005035900s0,-73.8103167927458,40.6686350687242,782235
7326416,36081081800i3319,50,f,36081081800h182,5,36081081800h182,-73.8103167927458,40.6686350687242,782235
7326417,36081081800i291,52,f,36081081800h182,5,36081081800h182,-73.8103167927458,40.6686350687242,782235
9683993,34013010100i156,24,f,34013010100h92,9,34013010100h92,-74.20452154695592,40.77410238327221,325032
5887850,36081008700i3120,16,m,36081008700h616,5,36005015700s1,-73.93333102864649,40.7728935212,697765
5887851,36081008700i1039,7,m,36081008700h616,5,36005018302s3,-73.93333102864649,40.7728935212,697765
5887852,36081008700i3680,19,m,36081008700h616,5,36059410500w377,-73.93333102864649,40.7728935212,697765
5887853,36081008700i3252,7,f,36081008700h616,5,36005018302s4,-73.93333102864649,40.7728935212,697765
5887854,36081008700i1075,31,f,36081008700h616,5,36081008700h616,-73.93333102864649,40.7728935212,697765
5887855,36081008700i3069,10,f,36081008700h616,5,36005018302s4,-73.93333102864649,40.7728935212,697765
3655421,36047101000i1462,21,m,36047101000h505,1,36061011500w341,-73.89578847485609,40.634591478490705,72825
3655422,36047101000i2165,53,m,36047101000h505,1,36047005300w165,-73.89578847485609,40.634591478490705,72825
3655423,36047101000i2174,26,m,36047101000h505,1,36061011203w441,-73.89578847485609,40.634591478490705,72825
3655424,36047101000i634,48,m,36047101000h505,1,36061000700w2910,-73.89578847485609,40.634591478490705,72825
3655425,36047101000i949,51,f,36047101000h505,1,36061009400w1827,-73.89578847485609,40.634591478490705,72825
3655426,36047101000i1310,11,m,36047101000h505,1,36047103400s0,-73.89578847485609,40.634591478490705,72825
3655427,36047101000i1304,15,m,36047101000h505,1,36047110400s5,-73.89578847485609,40.634591478490705,72825
3655428,36047101000i1309,7,m,36047101000h505,1,36047103400s0,-73.89578847485609,40.634591478490705,72825
3655429,36047101000i1498,19,f,36047101000h505,1,36081099801w95,-73.89578847485609,40.634591478490705,72825
10882962,34031175401i4753,23,m,34031175401h398,5,34031175401h398,-74.12829115357759,40.8660326422239,55524
10882963,34031175401i4635,49,m,34031175401h398,5,34031175401h398,-74.12829115357759,40.8660326422239,55524
10882964,34031175401i3550,18,m,34031175401h398,5,34031175701w47,-74.12829115357759,40.8660326422239,55524
10882965,34031175401i794,56,f,34031175401h398,5,34031175401h398,-74.12829115357759,40.8660326422239,55524
10882966,34031175401i734,16,f,34031175401h398,5,34031175801s0,-74.12829115357759,40.8660326422239,55524
8385071,36119001303i6392,27,f,36119001303h1113,4,36119001200w15,-73.8949799791598,40.9130153622459,214733
8385072,36119001303i2350,22,f,36119001303h1113,4,36061012800w320,-73.8949799791598,40.9130153622459,214733
6985707,36081058900i926,2,f,36081058900h465,5,36081058900h465,-73.9031788985905,40.706126374991,778259
6985708,36081058900i604,40,f,36081058900h465,5,36081058900h465,-73.9031788985905,40.706126374991,778259
35980,36005002500i1455,20,f,36005002500h829,5,36005002500h829,-73.9219930519703,40.807848716654796,656384
35981,36005002500i4617,76,f,36005002500h829,5,36005002500h829,-73.9219930519703,40.807848716654796,656384
35982,36005002500i1682,0,f,36005002500h829,5,36005000400d0,-73.9219930519703,40.807848716654796,656384
35983,36005002500i5008,16,m,36005002500h829,5,36005001600s10,-73.9219930519703,40.807848716654796,656384
35984,36005002500i4705,32,f,36005002500h829,5,36061014602w69,-73.9219930519703,40.807848716654796,656384
35985,36005002500i5350,10,m,36005002500h829,5,36005000400s0,-73.9219930519703,40.807848716654796,656384
35986,36005002500i3883,39,m,36005002500h829,5,36005002500h829,-73.9219930519703,40.807848716654796,656384
35987,36005002500i1679,3,m,36005002500h829,5,36005000400d0,-73.9219930519703,40.807848716654796,656384
9608046,34013007501i411,65,f,34013007501h15,10,34013007501h15,-74.1371683385975,40.739028528701205,322817
9700158,34013010500i508,19,m,34013010500h1876,6,34013010500h1876,-74.21467875615959,40.7691827427952,327889
9700159,34013010500i4535,34,f,34013010500h1876,6,34013008100w987,-74.21467875615959,40.7691827427952,327889
9700160,34013010500i3122,22,m,34013010500h1876,6,34027041802w681,-74.21467875615959,40.7691827427952,327889
9700161,34013010500i4065,80,f,34013010500h1876,6,34013010500h1876,-74.21467875615959,40.7691827427952,327889
3242355,36047070000i1109,80,m,36047070000h585,0,36047070201w16,-73.9065551868732,40.6212415221153,662827
3242356,36047070000i1116,83,f,36047070000h585,0,36047070000h585,-73.9065551868732,40.6212415221153,662827
3242357,36047070000i1657,58,f,36047070000h585,0,36047055400w128,-73.9065551868732,40.6212415221153,662827
6634834,36081043900i4443,23,m,36081043900h1051,0,36081043900h1051,-73.85385803588291,40.740843696229895,779588
6634835,36081043900i3517,2,m,36081043900h1051,0,36081043900h1051,-73.85385803588291,40.740843696229895,779588
6634836,36081043900i2410,50,f,36081043900h1051,0,36081043900h1051,-73.85385803588291,40.740843696229895,779588
6634837,36081043900i1907,47,m,36081043900h1051,0,36081043900h1051,-73.85385803588291,40.740843696229895,779588
6634838,36081043900i2993,51,m,36081043900h1051,0,36081043900h1051,-73.85385803588291,40.740843696229895,779588
10483779,34017014600i1258,42,m,34017014600h759,1,34017014600h759,-74.03727145029241,40.785717700762895,36901
10483780,34017014600i3492,69,m,34017014600h759,1,34017020100w164,-74.03727145029241,40.785717700762895,36901
10483781,34017014600i2579,14,m,34017014600h759,1,34017014600s0,-74.03727145029241,40.785717700762895,36901
10483782,34017014600i2576,1,f,34017014600h759,1,34017019800d0,-74.03727145029241,40.785717700762895,36901
10483783,34017014600i1491,33,f,34017014600h759,1,34017019900w874,-74.03727145029241,40.785717700762895,36901
10483784,34017014600i3701,3,m,34017014600h759,1,34017019800d0,-74.03727145029241,40.785717700762895,36901
4033034,36059410400i2577,2,f,36059410400h823,1,36081063000d0,-73.72710791035759,40.6692336498852,439944
4033035,36059410400i4862,45,f,36059410400h823,1,36081113900w16,-73.72710791035759,40.6692336498852,439944
4033036,36059410400i1624,22,f,36059410400h823,1,36103145804w429,-73.72710791035759,40.6692336498852,439944
4033037,36059410400i1380,27,m,36059410400h823,1,36081079900w372,-73.72710791035759,40.6692336498852,439944
3950245,36059302800i2142,50,m,36059302800h1057,1,36059302800h1057,-73.69200645263349,40.744501907485706,1142114
3950246,36059302800i3618,1,m,36059302800h1057,1,36059302800d0,-73.69200645263349,40.744501907485706,1142114
3950247,36059302800i5700,62,f,36059302800h1057,1,36061003300w2786,-73.69200645263349,40.744501907485706,1142114
3950248,36059302800i3616,9,m,36059302800h1057,1,36059302800s0,-73.69200645263349,40.744501907485706,1142114
3950249,36059302800i2274,40,f,36059302800h1057,1,36059410500w245,-73.69200645263349,40.744501907485706,1142114
3256007,36047072200i1282,37,f,36047072200h743,0,36047054600w95,-73.9252959527365,40.6315365628138,804067
3256008,36047072200i1004,47,m,36047072200h743,0,36047072200h743,-73.9252959527365,40.6315365628138,804067
5794470,36081005100i1318,15,f,36081005100h434,1,36103146901s2,-73.9332072648018,40.75504319381729,791089
5794471,36081005100i1312,16,f,36081005100h434,1,36103146901s2,-73.9332072648018,40.75504319381729,791089
5794472,36081005100i2145,19,m,36081005100h434,1,36081018300w94,-73.9332072648018,40.75504319381729,791089
5794473,36081005100i615,25,m,36081005100h434,1,36061009500w723,-73.9332072648018,40.75504319381729,791089
5794474,36081005100i1845,32,m,36081005100h434,1,36047055200w79,-73.9332072648018,40.75504319381729,791089
5794475,36081005100i894,34,f,36081005100h434,1,36081005100h434,-73.9332072648018,40.75504319381729,791089
9420388,34003060000i1399,45,f,34003060000h986,4,34003060000h986,-74.088542649978,40.844272747294895,320196
9420389,34003060000i6962,38,f,34003060000h986,4,34003060000h986,-74.088542649978,40.844272747294895,320196
9420390,34003060000i7188,2,m,34003060000h986,4,34013014700d3,-74.088542649978,40.844272747294895,320196
9420391,34003060000i7507,76,f,34003060000h986,4,34017006400w291,-74.088542649978,40.844272747294895,320196
9420392,34003060000i6916,35,f,34003060000h986,4,36005005200w40,-74.088542649978,40.844272747294895,320196
1711221,36047014200i2188,63,f,36047014200h1228,0,36047014200h1228,-74.0198018365335,40.622612874019,423743
1711222,36047014200i2101,58,m,36047014200h1228,0,36027140500w447,-74.0198018365335,40.622612874019,423743
3297287,36047075800i173,68,m,36047075800h111,8,36061007200w314,-73.95027490854541,40.6166418517019,803269
2465854,36047038100i3472,4,m,36047038100h1599,1,36047029700s0,-73.9283702947048,40.6820283058074,1291939
2465855,36047038100i3398,8,f,36047038100h1599,1,36047029700s0,-73.9283702947048,40.6820283058074,1291939
2465856,36047038100i4085,6,f,36047038100h1599,1,36047027300s1,-73.9283702947048,40.6820283058074,1291939
2465857,36047038100i3396,12,m,36047038100h1599,1,36047038100s0,-73.9283702947048,40.6820283058074,1291939
2465858,36047038100i2908,51,f,36047038100h1599,1,36047038100h1599,-73.9283702947048,40.6820283058074,1291939
2465859,36047038100i1715,50,m,36047038100h1599,1,36047001100w1698,-73.9283702947048,40.6820283058074,1291939
2465860,36047038100i3479,28,f,36047038100h1599,1,36061010300w603,-73.9283702947048,40.6820283058074,1291939
2465861,36047038100i4757,2,m,36047038100h1599,1,36047029700d0,-73.9283702947048,40.6820283058074,1291939
2465862,36047038100i3907,59,f,36047038100h1599,1,36061011800w168,-73.9283702947048,40.6820283058074,1291939
196724,36005007500i4380,18,f,36005007500h506,5,36005008700w54,-73.90694048901409,40.821829641657295,762961
196725,36005007500i1018,11,f,36005007500h506,5,36005000400s0,-73.90694048901409,40.821829641657295,762961
196726,36005007500i934,51,f,36005007500h506,5,36005007500h506,-73.90694048901409,40.821829641657295,762961
10896186,34031175500i1215,21,f,34031175500h523,5,34031175500h523,-74.1360073583654,40.8657487732701,384421
10896187,34031175500i1194,14,f,34031175500h523,5,34031124321s2,-74.1360073583654,40.8657487732701,384421
10896188,34031175500i7381,11,m,34031175500h523,5,34031125000s0,-74.1360073583654,40.8657487732701,384421
10896189,34031175500i6644,75,f,34031175500h523,5,34031175500h523,-74.1360073583654,40.8657487732701,384421
8250271,36085029102i1765,19,f,36085029102h793,0,36085024800w51,-74.1873131205938,40.6217315201731,1161212
8250272,36085029102i1611,24,m,36085029102h793,0,36047000900w12386,-74.1873131205938,40.6217315201731,1161212
8250273,36085029102i2398,3,f,36085029102h793,0,36047008000d0,-74.1873131205938,40.6217315201731,1161212
8250274,36085029102i2947,5,f,36085029102h793,0,36047008000s0,-74.1873131205938,40.6217315201731,1161212
10686669,34017019800i625,45,f,34017019800h579,5,34017019800h579,-74.04753616474791,40.801543498746,330548
10686670,34017019800i283,8,f,34017019800h579,5,34003033300s0,-74.04753616474791,40.801543498746,330548
10686671,34017019800i270,2,m,34017019800h579,5,34017019800h579,-74.04753616474791,40.801543498746,330548
9361238,34003054300i1331,18,f,34003054300h601,1,36061013100w1477,-74.013011885429,40.903297950775496,311464
9361239,34003054300i1370,9,m,34003054300h601,1,34013010100s2,-74.013011885429,40.903297950775496,311464
9361240,34003054300i1376,5,f,34003054300h601,1,34013010100s2,-74.013011885429,40.903297950775496,311464
9361241,34003054300i1130,26,m,34003054300h601,1,34003054300h601,-74.013011885429,40.903297950775496,311464
11185809,34039031100i2054,11,f,34039031100h1044,1,34003001000s1,-74.20783680333109,40.658370345772205,652548
11185810,34039031100i4349,10,m,34039031100h1044,1,34003001000s1,-74.20783680333109,40.658370345772205,652548
11185811,34039031100i1626,47,f,34039031100h1044,1,34039031100h1044,-74.20783680333109,40.658370345772205,652548
11185812,34039031100i1120,51,m,34039031100h1044,1,34039031300w122,-74.20783680333109,40.658370345772205,652548
11185813,34039031100i2050,5,f,34039031100h1044,1,34003001000s1,-74.20783680333109,40.658370345772205,652548
11185814,34039031100i4584,4,f,34039031100h1044,1,34003001000s1,-74.20783680333109,40.658370345772205,652548
11185815,34039031100i4624,72,f,34039031100h1044,1,34039031100h1044,-74.20783680333109,40.658370345772205,652548
11185816,34039031100i4495,40,f,34039031100h1044,1,34039031100h1044,-74.20783680333109,40.658370345772205,652548
3386675,36047080600i1606,19,f,36047080600h827,1,36061007800w170,-73.94733288498921,40.661775735529396,765640
3386676,36047080600i1217,24,m,36047080600h827,1,36047080600h827,-73.94733288498921,40.661775735529396,765640
3386677,36047080600i1890,8,f,36047080600h827,1,36047081000s2,-73.94733288498921,40.661775735529396,765640
3386678,36047080600i2321,14,f,36047080600h827,1,36047021300s8,-73.94733288498921,40.661775735529396,765640
3386679,36047080600i2287,36,f,36047080600h827,1,36061010000w1022,-73.94733288498921,40.661775735529396,765640
6662885,36081044602i2115,6,m,36081044602h878,1,36103135402s1,-73.8008173764844,40.70777468818579,695742
6662886,36081044602i1088,45,m,36081044602h878,1,36081044602h878,-73.8008173764844,40.70777468818579,695742
6662887,36081044602i3552,47,m,36081044602h878,1,36081044602h878,-73.8008173764844,40.70777468818579,695742
6662888,36081044602i1726,50,f,36081044602h878,1,36081044602h878,-73.8008173764844,40.70777468818579,695742
3298781,36047075800i1265,38,f,36047075800h560,0,36047075800h560,-73.95381804126741,40.617689253695104,769721
