Id,HmID,WrkID,Sex,Age,Grp
34003047500i3457,34003047500h1392,34017019900w544,f,59,inGrp
34003047500i5743,34003047500h1392,34003047500h1392,f,43,inGrp
34003047500i5083,34003047500h1392,34003042400s1,m,17,inGrp
34003047500i3565,34003047500h1392,34003047500h1392,m,57,inGrp
36061012400i2146,36061012400h2046,36061012400w339,m,66,inGrp
34039030400i4012,34039030400h281,34039030400h281,f,50,inGrp
34039030400i5323,34039030400h281,34039033500w248,m,36,inGrp
34039030400i24,34039030400h281,34039031200d1,f,2,inGrp
34039030400i234,34039030400h281,34039030400h281,f,46,inGrp
36081046200i3301,36081046200h1781,36005022102w9,f,88,inGrp
36081046200i6341,36081046200h1781,36081046200h1781,m,28,inGrp
36081046200i3266,36081046200h1781,36081046200h1781,m,84,inGrp
36081046200i7121,36081046200h1781,36081046200h1781,f,78,inGrp
36081040500i1554,36081040500h633,36081040500h633,f,40,inGrp
36081040500i2446,36081040500h633,36081040500h633,m,1,inGrp
36081040500i1994,36081040500h633,36081040500h633,m,42,inGrp
36081040500i1087,36081040500h633,36081040500h633,m,38,inGrp
34013014100i975,34013014100h879,34003042302w1398,m,73,inGrp
34013014100i3223,34013014100h879,34013014100h879,f,33,inGrp
34013014100i1317,34013014100h879,34013014100h879,f,70,inGrp
36047011600i283,36047011600h13,36061002900w1927,f,71,inGrp
36005025500i1211,36005025500h727,36005025500h727,f,21,inGrp
36005025500i6317,36005025500h727,36005000400s0,m,8,inGrp
36005025500i1333,36005025500h727,36005000400s0,m,4,inGrp
36005025500i1324,36005025500h727,36005025500h727,m,3,inGrp
36047115200i1488,36047115200h706,36047114400s1,m,5,inGrp
36047115200i2128,36047115200h706,36081059500s1,f,16,inGrp
36047115200i1489,36047115200h706,36047114400s1,m,11,inGrp
36047115200i1808,36047115200h706,36047020000w25,m,81,inGrp
36047115200i1466,36047115200h706,36061013900w309,f,48,inGrp
36047115200i2798,36047115200h706,36047114400d0,m,0,inGrp
36047115200i613,36047115200h706,36061012900w74,m,55,inGrp
36047115200i2267,36047115200h706,36047114400s1,f,4,inGrp
34039032600i3716,34039032600h641,34039032600h641,m,31,inGrp
34039032600i4556,34039032600h641,34039032600h641,f,56,inGrp
34039032600i827,34039032600h641,34039032600h641,f,62,inGrp
36047095600i3853,36047095600h1233,36047081600w434,f,55,inGrp
36047095600i3439,36047095600h1233,36047095600h1233,f,33,inGrp
36047095600i2374,36047095600h1233,36061006200w1076,f,28,inGrp
36047095600i3473,36047095600h1233,36047095600h1233,m,68,inGrp
36047095600i2343,36047095600h1233,36061015602w149,m,26,inGrp
36081033900i1116,36081033900h566,36081033900h566,f,10,inGrp
36081033900i571,36081033900h566,36061011600w569,m,49,inGrp
36081033900i3247,36081033900h566,36061012400w345,m,58,inGrp
36081033900i850,36081033900h566,36061007600w1399,f,51,inGrp
36081033900i3102,36081033900h566,36061013700w1708,m,28,inGrp
36081033900i1138,36081033900h566,36081005700s1,m,12,inGrp
36081033900i1139,36081033900h566,36081033900h566,m,10,inGrp
36061013700i2417,36061013700h2496,36061014900d1,m,2,inGrp
36061013700i2619,36061013700h2496,36061013700h2496,m,32,inGrp
36061013700i2731,36061013700h2496,36061011201w629,f,21,inGrp
34017017600i1408,34017017600h627,34003028002s0,f,11,inGrp
34017017600i1158,34017017600h627,34017017600h627,f,53,inGrp
34017017600i708,34017017600h627,34017017600h627,m,64,inGrp
36047050300i1836,36047050300h1077,36047050300h1077,m,25,inGrp
36047050300i1828,36047050300h1077,36047050300h1077,m,22,inGrp
36047050300i2235,36047050300h1077,36061012500w2051,m,25,inGrp
36047050300i1835,36047050300h1077,36047000900w10286,m,27,inGrp
36047050300i2353,36047050300h1077,36081028300s2,m,8,inGrp
36047095400i1778,36047095400h1206,36061012100w382,m,41,inGrp
36047095400i2265,36047095400h1206,36119006000w217,f,39,inGrp
36047095400i3895,36047095400h1206,36047095400h1206,f,23,inGrp
36047095400i3634,36047095400h1206,36047095400h1206,m,51,inGrp
36047023300i4386,36047023300h1576,36047025100s0,f,9,inGrp
36047023300i2423,36047023300h1576,36047023300h1576,m,22,inGrp
36047023300i843,36047023300h1576,36047023300h1576,m,18,inGrp
36047041100i2640,36047041100h562,36047041100h562,m,36,inGrp
36047041100i968,36047041100h562,34017020000w373,f,34,inGrp
36005037300i4545,36005037300h1181,36005037300h1181,m,57,inGrp
36005037300i4227,36005037300h1181,36005000400s0,m,8,inGrp
36005037300i1017,36005037300h1181,36005037300h1181,m,43,inGrp
34013013000i1584,34013013000h932,34013013000d0,m,1,inGrp
34013013000i1126,34013013000h932,34013013000h932,f,42,inGrp
34013013000i1257,34013013000h932,34039039800w610,m,49,inGrp
34003021500i2468,34003021500h1496,34003021500h1496,m,58,inGrp
34003021500i3791,34003021500h1496,34003047400w247,m,53,inGrp
34003021500i2740,34003021500h1496,34003021500h1496,f,46,inGrp
34003021500i3461,34003021500h1496,34003021500h1496,f,32,inGrp
36005002500i179,36005002500h163,36005002500h163,f,36,inGrp
34013019600i1202,34013019600h1230,34013019600h1230,m,64,inGrp
34013019600i2244,34013019600h1230,34013019200s0,m,12,inGrp
34013019600i2068,34013019600h1230,34013019600h1230,f,54,inGrp
34013019600i2228,34013019600h1230,34013019200s0,m,12,inGrp
34013019600i5359,34013019600h1230,34013019600h1230,m,63,inGrp
34013019600i5086,34013019600h1230,34013019600h1230,m,43,inGrp
34013019600i2291,34013019600h1230,34013019600h1230,m,14,inGrp
36081069500i2010,36081069500h553,36061012700w310,m,40,inGrp
36081069500i898,36081069500h553,36047000900w10615,f,62,inGrp
36081069500i769,36081069500h553,36061010300w539,m,73,inGrp
36081069500i1809,36081069500h553,36081069500h553,m,29,inGrp
36081069500i1996,36081069500h553,36005009300s1,f,6,inGrp
36081008800i2271,36081008800h739,36081008800h739,m,53,inGrp
36081008800i1392,36081008800h739,36081008800h739,f,33,inGrp
36081008800i2547,36081008800h739,36081011200w14,m,63,inGrp
36081008800i1134,36081008800h739,36081008800h739,m,27,inGrp
36081008800i2630,36081008800h739,36081008800h739,f,59,inGrp
36081008800i2057,36081008800h739,36005012300s0,f,4,inGrp
36005018301i1504,36005018301h978,36005000400s0,f,11,inGrp
36005018301i1164,36005018301h978,36005018301h978,f,32,inGrp
36005018301i1509,36005018301h978,36005000400s0,f,5,inGrp
36081094700i2318,36081094700h704,36081094700h704,m,46,inGrp
36081094700i1351,36081094700h704,36081094700h704,m,59,inGrp
36081094700i1442,36081094700h704,36081094700h704,f,58,inGrp
36005038100i4516,36005038100h1515,36047053800w336,f,50,inGrp
36005038100i3379,36005038100h1515,36005001600s10,f,14,inGrp
36005038100i4213,36005038100h1515,36005042100w815,f,24,inGrp
36005038100i3381,36005038100h1515,36005000400s0,m,9,inGrp
36005038100i2905,36005038100h1515,36005038100h1515,f,32,inGrp
36005038100i1783,36005038100h1515,36061010300w538,m,42,inGrp
34017018200i4034,34017018200h1670,34017018200h1670,f,26,inGrp
34017018200i3693,34017018200h1670,34017018200h1670,f,63,inGrp
34017018200i2680,34017018200h1670,34017018200h1670,m,54,inGrp
34017018200i2875,34017018200h1670,34017018200h1670,f,51,inGrp
34003019304i845,34003019304h473,34003019304h473,m,69,inGrp
34003019304i861,34003019304h473,34003019304h473,f,73,inGrp
36081029100i3607,36081029100h1844,36081029100h1844,f,33,inGrp
36081029100i3134,36081029100h1844,36081029100h1844,m,37,inGrp
36047000700i41,36047000700h513,36047000700h513,m,40,inGrp
36005028600i388,36005028600h302,36005028600h302,m,64,inGrp
36005028600i499,36005028600h302,36059301800w1416,f,53,inGrp
36005028600i1058,36005028600h302,36005028600h302,f,62,inGrp
36005028600i820,36005028600h302,36061016100s1,m,13,inGrp
36081003600i3224,36081003600h497,36081003600h497,m,44,inGrp
36081003600i883,36081003600h497,36081003600h497,f,31,inGrp
36081003600i1108,36081003600h497,36005000400d0,m,1,inGrp
36081003600i2643,36081003600h497,36081003600h497,f,60,inGrp
36081003600i531,36081003600h497,36081006202w46,m,42,inGrp
36081084500i984,36081084500h142,36061013700w528,f,86,inGrp
36047003400i2757,36047003400h765,36047003400h765,m,18,inGrp
36047003400i1050,36047003400h765,36061004100w250,f,38,inGrp
36047003400i1295,36047003400h765,36047008600d0,m,1,inGrp
36047003400i1282,36047003400h765,36047010800s1,f,10,inGrp
36047003400i950,36047003400h765,36047003400h765,m,43,inGrp
36119002600i612,36119002600h738,36119002600h738,m,31,inGrp
36119002600i2571,36119002600h738,36119002600h738,m,47,inGrp
36119002600i3693,36119002600h738,36005048400d2,m,2,inGrp
36119002600i3452,36119002600h738,36119002900s0,f,17,inGrp
36081006201i92,36081006201h531,36081006201h531,f,39,inGrp
36081021400i4795,36081021400h891,36081021400h891,m,21,inGrp
36081021400i5413,36081021400h891,36081021400h891,m,54,inGrp
36081021400i736,36081021400h891,36081021400h891,m,48,inGrp
36081021400i5705,36081021400h891,36081021400h891,f,20,inGrp
36081021400i5603,36081021400h891,36047107000w268,m,32,inGrp
36119002000i867,36119002000h617,36061008400w1148,m,50,inGrp
36119002000i1557,36119002000h617,36119002000h617,m,16,inGrp
36119002000i1070,36119002000h617,36119002000h617,f,59,inGrp
36119002000i3951,36119002000h617,36005043100d2,m,0,inGrp
36119002000i3181,36119002000h617,36119002000h617,f,54,inGrp
36081144100i2743,36081144100h762,36047000900w7482,m,19,inGrp
36081144100i659,36081144100h762,36081144100h762,m,72,inGrp
36081144100i1029,36081144100h762,36061005501w91,f,78,inGrp
36081144100i2300,36081144100h762,36081144100h762,f,58,inGrp
36081030902i53,36081030902h174,36005039300s0,f,15,inGrp
36081066701i2038,36081066701h987,36081066701h987,f,75,inGrp
36081066701i1859,36081066701h987,36061000900w1192,m,33,inGrp
36081066701i1865,36081066701h987,36081066701h987,m,41,inGrp
36081051300i433,36081051300h345,36081051300h345,f,31,inGrp
36081051300i1982,36081051300h345,36081051300h345,m,10,inGrp
36081051300i586,36081051300h345,36005019400s1,m,17,inGrp
36081051300i391,36081051300h345,36061003100w2419,m,37,inGrp
36081051300i587,36081051300h345,36081051300h345,m,11,inGrp
36081005800i499,36081005800h561,36005000400s0,m,8,inGrp
36081005800i5317,36081005800h561,36005000400s0,f,9,inGrp
36081005800i647,36081005800h561,36085012804w23,f,47,inGrp
36081005800i494,36081005800h561,36005000400s0,m,10,inGrp
36081005800i470,36081005800h561,36005000400s0,m,5,inGrp
36081081400i2422,36081081400h471,36081081400h471,m,66,inGrp
36081081400i281,36081081400h471,36081081400h471,m,52,inGrp
36081081400i2139,36081081400h471,36081081400h471,m,46,inGrp
36081081400i3363,36081081400h471,36005035900s0,m,5,inGrp
36081081400i3123,36081081400h471,36081081400h471,m,51,inGrp
36081081400i2366,36081081400h471,36005035900s0,f,8,inGrp
36081081400i2595,36081081400h471,36081081400h471,m,44,inGrp
36119007100i1635,36119007100h863,36119007100h863,f,59,inGrp
36119007100i4766,36119007100h863,36119005400d0,f,1,inGrp
36119007100i1358,36119007100h863,36119007100h863,m,61,inGrp
36119007100i4669,36119007100h863,36119005701s1,m,8,inGrp
36119007100i1514,36119007100h863,36119005902s0,m,16,inGrp
36119007100i5510,36119007100h863,36061009800w371,m,45,inGrp
34017001400i529,34017001400h441,34017019800w160,f,38,inGrp
34017001400i3431,34017001400h441,34017002400s1,f,7,inGrp
34017001400i438,34017001400h441,34017007700d1,f,1,inGrp
34003061400i1458,34003061400h595,34013018800s1,m,11,inGrp
34003061400i1257,34003061400h595,34003061400h595,f,18,inGrp
34003061400i1454,34003061400h595,34003061400h595,f,0,inGrp
34003061400i1056,34003061400h595,34031183200w957,m,22,inGrp
34003061400i1457,34003061400h595,34013018800s1,m,7,inGrp
36061019500i914,36061019500h592,36061019500h592,f,47,inGrp
36047033500i663,36047033500h469,36047032900s0,f,8,inGrp
36047033500i900,36047033500h469,36047033700s2,f,17,inGrp
36047033500i667,36047033500h469,36047033500h469,m,2,inGrp
36047033500i2423,36047033500h469,36047033500h469,m,20,inGrp
36047033500i3077,36047033500h469,36047031100s0,m,16,inGrp
36047033500i416,36047033500h469,36047033500h469,m,24,inGrp
36047033500i2612,36047033500h469,36047033500h469,f,3,inGrp
34013004900i258,34013004900h29,34013004900h29,f,67,inGrp
34013002600i1183,34013002600h614,34013002600h614,m,43,inGrp
34013002600i1173,34013002600h614,34013002600h614,m,38,inGrp
34013002600i1394,34013002600h614,34017019200w49,m,38,inGrp
34013002600i1461,34013002600h614,34013002600h614,f,20,inGrp
36081059900i749,36081059900h290,36005021502d0,m,1,inGrp
36081059900i1393,36081059900h290,36081052100w15,m,50,inGrp
36081059900i464,36081059900h290,36081059900h290,m,24,inGrp
36081059900i463,36081059900h290,36081059900h290,f,18,inGrp
34013014700i4950,34013014700h2499,34031133701w66,f,44,inGrp
34013014700i4405,34013014700h2499,34013021100w81,m,66,inGrp
34013014700i4447,34013014700h2499,34013014700h2499,m,58,inGrp
34013014700i4433,34013014700h2499,34013014600w24,m,76,inGrp
36005028700i2103,36005028700h793,36005001600s10,f,15,inGrp
36005028700i1440,36005028700h793,36061010300w597,f,25,inGrp
36005028700i2765,36005028700h793,36005028700h793,f,23,inGrp
36005028700i1185,36005028700h793,36005028700h793,m,23,inGrp
36047097400i593,36047097400h327,36047097400h327,f,36,inGrp
36047097400i2382,36047097400h327,36047097400h327,m,36,inGrp
36047097400i2264,36047097400h327,36047097400h327,m,34,inGrp
36047097400i2361,36047097400h327,36047097400h327,f,24,inGrp
36047018400i1852,36047018400h376,36047018400h376,f,41,inGrp
36047018400i583,36047018400h376,36061013900s1,f,16,inGrp
36047018400i573,36047018400h376,36061013900s1,f,15,inGrp
36047018400i507,36047018400h376,36061003900w90,f,59,inGrp
36047018400i408,36047018400h376,36047018400h376,m,50,inGrp
36061018100i5401,36061018100h3489,36061018100h3489,f,83,inGrp
36061018100i4568,36061018100h3489,36061015001w47,m,78,inGrp
36061018100i8215,36061018100h3489,36061017700s7,m,10,inGrp
36081077904i164,36081077904h389,36081077904h389,m,62,inGrp
36047103400i1904,36047103400h911,36047103400h911,f,27,inGrp
36047103400i3229,36047103400h911,36047103400h911,f,88,inGrp
36047103400i2361,36047103400h911,36047114400s2,f,17,inGrp
36047103400i2307,36047103400h911,36047103400h911,m,51,inGrp
36047103400i2359,36047103400h911,36047110400s2,m,11,inGrp
36005013500i1988,36005013500h963,36005001600s10,f,14,inGrp
36005013500i3112,36005013500h963,36005000400s0,f,11,inGrp
36005013500i3010,36005013500h963,36005013500h963,f,64,inGrp
36005013500i580,36005013500h963,36005013500h963,f,18,inGrp
36005013500i848,36005013500h963,36005013500h963,m,25,inGrp
36119006300i3022,36119006300h1936,36119006300h1936,m,33,inGrp
36119006300i6378,36119006300h1936,36119006300h1936,f,27,inGrp
36119006300i6377,36119006300h1936,36119006300h1936,f,35,inGrp
36119006300i4961,36119006300h1936,36005028800s0,m,5,inGrp
36119006300i3941,36119006300h1936,36119006300h1936,f,39,inGrp
36081032700i611,36081032700h253,36081032700h253,f,5,inGrp
36081032700i400,36081032700h253,36081032700h253,f,20,inGrp
36081032700i3747,36081032700h253,36081032700h253,f,32,inGrp
36081032700i2527,36081032700h253,36047000900w11377,m,22,inGrp
34031246102i1762,34031246102h1109,34031246102w4,f,53,inGrp
34031246102i1504,34031246102h1109,36061013100w794,m,49,inGrp
36061003800i2265,36061003800h2626,36061003800h2626,m,24,inGrp
36005040800i119,36005040800h122,36061026900w95,f,51,inGrp
34013016500i3092,34013016500h1370,34013016500h1370,m,43,inGrp
34013016500i3222,34013016500h1370,34013016500h1370,f,43,inGrp
34013016500i3709,34013016500h1370,34013016500h1370,m,66,inGrp
36047046201i340,36047046201h423,36061009300w66,m,62,inGrp
36047057100i4303,36047057100h1500,36081001900w689,f,42,inGrp
36047057100i2306,36047057100h1500,36061009500w845,f,69,inGrp
36047057100i2210,36047057100h1500,36047057100h1500,m,66,inGrp
36005018301i2621,36005018301h1697,36005018301h1697,f,85,inGrp
36005018301i2167,36005018301h1697,36005018301h1697,m,89,inGrp
36005018301i4071,36005018301h1697,36005018301h1697,m,64,inGrp
36081023000i61,36081023000h60,36081023000h60,f,21,inGrp
36061023200i5694,36061023200h2106,36061023200h2106,f,54,inGrp
36061023200i4056,36061023200h2106,36061023200h2106,f,49,inGrp
36061023200i7783,36061023200h2106,36061023200h2106,f,26,inGrp
36061023200i5834,36061023200h2106,36061023600s1,m,10,inGrp
34031175302i2024,34031175302h772,34003030200s1,m,16,inGrp
34031175302i3432,34031175302h772,34031175302h772,f,50,inGrp
34031175302i1116,34031175302h772,34031175900w86,m,58,inGrp
34031175302i1645,34031175302h772,34031175302h772,f,57,inGrp
34031175302i4307,34031175302h772,34031175602w23,m,53,inGrp
34039031801i2229,34039031801h1240,36081035700w70,f,24,inGrp
34039031801i3763,34039031801h1240,34039031801h1240,f,8,inGrp
34039031801i2142,34039031801h1240,34039031801h1240,m,21,inGrp
34039031801i3738,34039031801h1240,34039031801h1240,f,57,inGrp
36047028700i1169,36047028700h599,36047028700h599,f,27,inGrp
36047028700i2315,36047028700h599,36047049900s0,f,16,inGrp
36047082600i683,36047082600h1122,36047000900w10360,m,40,inGrp
36047082600i4495,36047082600h1122,36047082600h1122,f,58,inGrp
36047082600i4713,36047082600h1122,36047082600h1122,f,53,inGrp
36047082600i1779,36047082600h1122,36081043900s0,f,9,inGrp
36081028900i2448,36081028900h1443,36061031703w516,f,32,inGrp
36081028900i1985,36081028900h1443,36081028900h1443,m,32,inGrp
36061025300i9110,36061025300h1829,36061025300h1829,f,36,inGrp
36061025300i7828,36061025300h1829,36061005000w705,m,45,inGrp
36061025300i9680,36061025300h1829,36061005200w1277,f,67,inGrp
36061025300i9757,36061025300h1829,36061024900s2,m,11,inGrp
36061025300i3626,36061025300h1829,36119007500w181,f,78,inGrp
34031223802i5767,34031223802h697,34031182900w392,m,67,inGrp
34031223802i5913,34031223802h697,34013017000s0,m,10,inGrp
34031223802i836,34031223802h697,34031223802h697,f,23,inGrp
36085018702i2510,36085018702h1270,36085018702h1270,f,51,inGrp
36085018702i2283,36085018702h1270,36085018702w93,m,49,inGrp
36085018702i3943,36085018702h1270,36047006800s1,m,11,inGrp
36085018702i7237,36085018702h1270,36085018702h1270,f,50,inGrp
36085018702i6965,36085018702h1270,36085011201w48,f,57,inGrp
36047075800i1649,36047075800h537,36047019300w21,f,28,inGrp
36047075800i1182,36047075800h537,36061001502w622,m,28,inGrp
36047075800i1753,36047075800h537,36047075400s0,f,9,inGrp
36047075800i1253,36047075800h537,36047054600s2,f,17,inGrp
36047075800i1772,36047075800h537,36047075800h537,f,45,inGrp
36047029900i2548,36047029900h556,36061011401w623,f,59,inGrp
36047029900i1174,36047029900h556,36047029900h556,f,59,inGrp
36047029900i1883,36047029900h556,36047000900w6721,m,48,inGrp
36081025302i1391,36081025302h885,36081025302h885,m,23,inGrp
36081025302i1685,36081025302h885,36081025302h885,f,23,inGrp
34003007001i3206,34003007001h1196,34003007001s1,m,17,inGrp
34003007001i2804,34003007001h1196,34031143400w100,f,60,inGrp
36081015700i43,36081015700h255,36005036901s1,f,14,inGrp
36081015700i14,36081015700h255,36005036901s1,m,15,inGrp
36081015700i225,36081015700h255,36061008700w76,f,52,inGrp
36081074300i2426,36081074300h1422,36081074300h1422,f,35,inGrp
36081074300i2372,36081074300h1422,36081074300h1422,m,32,inGrp
36047035900i1534,36047035900h66,36047035900h66,f,84,inGrp
36047007400i658,36047007400h369,36047007400h369,f,26,inGrp
36047007400i4642,36047007400h369,36061011201w341,m,33,inGrp
36047007400i5008,36047007400h369,36047007400h369,m,23,inGrp
36081049200i4036,36081049200h1133,36081049200h1133,f,62,inGrp
36081049200i2272,36081049200h1133,36081049200h1133,f,9,inGrp
36081049200i1851,36081049200h1133,36081049200h1133,f,38,inGrp
36081049200i4400,36081049200h1133,36081049200h1133,f,45,inGrp
36081049200i1074,36081049200h1133,36081049200h1133,m,36,inGrp
34017007400i1884,34017007400h1291,36061010100w1938,f,31,inGrp
34017007400i1878,34017007400h1291,34017007400h1291,m,36,inGrp
36061029300i6828,36061029300h1338,34013008100w937,m,76,inGrp
36061029300i2637,36061029300h1338,36061029300h1338,f,34,inGrp
36047005300i1390,36047005300h778,36047000900w3980,f,41,inGrp
36047005300i1785,36047005300h778,36061002100w243,m,34,inGrp
36047005300i1384,36047005300h778,36047005300h778,f,34,inGrp
36081030902i2505,36081030902h1214,36081030902h1214,m,6,inGrp
36081030902i1760,36081030902h1214,36081030902h1214,m,39,inGrp
36081030902i1797,36081030902h1214,36081030902h1214,f,29,inGrp
36081027100i3829,36081027100h1393,36081027100h1393,m,9,inGrp
36081027100i1901,36081027100h1393,36081027100h1393,m,37,inGrp
36081027100i5986,36081027100h1393,36061003700w922,f,40,inGrp
36081027100i2427,36081027100h1393,36081000100w271,f,43,inGrp
36081027100i3833,36081027100h1393,36081027100h1393,f,8,inGrp
36081027100i3836,36081027100h1393,36005015800s1,m,17,inGrp
36005022800i4336,36005022800h2336,34003015200w96,f,51,inGrp
36005022800i5670,36005022800h2336,36005022800h2336,f,71,inGrp
36005022800i4352,36005022800h2336,36005022800h2336,f,48,inGrp
36061003400i3817,36061003400h2917,36061003400h2917,m,25,inGrp
36061003400i3810,36061003400h2917,36047000900w8706,m,29,inGrp
36061003400i3816,36061003400h2917,34017002000w513,m,30,inGrp
36081026700i4553,36081026700h616,36005008300w57,f,31,inGrp
36081026700i1011,36081026700h616,36081026700h616,f,25,inGrp
36081051000i404,36081051000h254,36081051000h254,f,55,inGrp
36081051000i1405,36081051000h254,36081051000h254,m,49,inGrp
36081051000i237,36081051000h254,36081051000h254,m,59,inGrp
36081051000i498,36081051000h254,36081049200s1,f,12,inGrp
34013019100i165,34013019100h146,34013019100h146,m,49,inGrp
36081008700i4036,36081008700h456,36081008700h456,f,56,inGrp
36081008700i555,36081008700h456,36081008700h456,f,40,inGrp
36081008700i3485,36081008700h456,36081008100w81,m,45,inGrp
36081008700i298,36081008700h456,36005018302s3,f,9,inGrp
34017007600i199,34017007600h88,36061020300w1345,f,34,inGrp
34003038300i2308,34003038300h1480,34031154001w22,m,70,inGrp
34003038300i5696,34003038300h1480,34013014600s1,m,13,inGrp
34003038300i3019,34003038300h1480,34003038100w91,f,61,inGrp
36081055200i1670,36081055200h911,36081055200h911,m,21,inGrp
36081055200i1780,36081055200h911,36081055200h911,f,28,inGrp
36081055200i2432,36081055200h911,36059410300w90,m,20,inGrp
34031182302i4968,34031182302h1729,34031182302h1729,m,40,inGrp
34031182302i1285,34031182302h1729,34031182302h1729,m,18,inGrp
34031182302i3027,34031182302h1729,34031182302h1729,m,21,inGrp
36061016400i1676,36061016400h1102,36061000700w3199,f,62,inGrp
34003031100i3229,34003031100h1795,34003031100h1795,f,47,inGrp
34003031100i3166,34003031100h1795,36061000700w3035,m,41,inGrp
34003031100i4530,34003031100h1795,34031223802w472,f,31,inGrp
36047019600i1597,36047019600h1084,36061011203w847,m,89,inGrp
36047019600i1733,36047019600h1084,36061003100w2259,f,89,inGrp
36047019600i4327,36047019600h1084,36047019600h1084,f,66,inGrp
36047019600i3402,36047019600h1084,36047019600h1084,f,82,inGrp
36081092900i2186,36081092900h1268,36081092900h1268,m,63,inGrp
36081092900i4631,36081092900h1268,36081092900h1268,m,35,inGrp
36081092900i5499,36081092900h1268,36081092900h1268,m,43,inGrp
36081092900i2284,36081092900h1268,36081092900h1268,f,55,inGrp
36081092900i4396,36081092900h1268,36005001600s9,f,16,inGrp
36081092900i4386,36081092900h1268,36005022902s0,f,11,inGrp
36047074200i1741,36047074200h833,36047074200h833,f,77,inGrp
36047074200i1830,36047074200h833,36047074200h833,m,73,inGrp
36047074200i2964,36047074200h833,36047074200h833,m,66,inGrp
36047074200i1893,36047074200h833,36081080900s1,m,16,inGrp
36047074200i3264,36047074200h833,36047074200h833,f,89,inGrp
36047074200i2562,36047074200h833,36081116700s1,f,7,inGrp
36047074200i2453,36047074200h833,36081080900s1,f,14,inGrp
34003060000i7626,34003060000h1593,34003017400w195,f,57,inGrp
34003060000i2638,34003060000h1593,34003060000h1593,m,56,inGrp
34003060000i2750,34003060000h1593,34003060000h1593,f,47,inGrp
34003060000i4418,34003060000h1593,34003060000h1593,f,11,inGrp
34003060000i6717,34003060000h1593,34003060000h1593,f,70,inGrp
36081069000i55,36081069000h149,36081069000h149,m,36,inGrp
36047015100i2907,36047015100h1440,36047015100h1440,m,59,inGrp
36047015100i2905,36047015100h1440,36047015100h1440,m,59,inGrp
36005041100i401,36005041100h17,36005041100h17,f,84,inGrp
36047074200i567,36047074200h30,36061025100w471,f,67,inGrp
36061002201i4138,36061002201h2502,36061009900w707,m,27,inGrp
36061002201i5539,36061002201h2502,36061002201h2502,f,44,inGrp
36061002201i4137,36061002201h2502,36061002201h2502,m,30,inGrp
36061002201i4893,36061002201h2502,36061002201h2502,f,24,inGrp
36047010400i4741,36047010400h440,36081001900w850,m,34,inGrp
36047010400i746,36047010400h440,36047010400h440,f,34,inGrp
34013005300i1771,34013005300h349,34013008000w1793,f,57,inGrp
34013005300i682,34013005300h349,34013005300h349,f,9,inGrp
34013005300i1941,34013005300h349,34013003700w13,f,54,inGrp
34013005300i522,34013005300h349,34013005300h349,f,23,inGrp
36047107800i1044,36047107800h760,36047107800h760,f,54,inGrp
36047107800i1111,36047107800h760,36047107800s0,f,13,inGrp
36047107800i1107,36047107800h760,36047107800s0,m,12,inGrp
34013005700i77,34013005700h148,34013005700h148,m,15,inGrp
34013005700i1816,34013005700h148,34013005700h148,m,21,inGrp
34013005700i189,34013005700h148,34013008000w1857,f,41,inGrp
36061014802i4834,36061014802h2920,36061014802h2920,m,28,inGrp
36061014802i4832,36061014802h2920,36061013100w1613,f,21,inGrp
36081044000i3085,36081044000h630,36081044000h630,f,54,inGrp
36081044000i1285,36081044000h630,36081044000h630,m,8,inGrp
36081044000i1284,36081044000h630,36081044000h630,f,4,inGrp
36081044000i2539,36081044000h630,36081044000h630,m,19,inGrp
36081044000i3006,36081044000h630,36081044000h630,f,47,inGrp
36081044000i312,36081044000h630,36081086900w238,m,26,inGrp
36047009800i2149,36047009800h1230,36047009800h1230,m,42,inGrp
36047009800i5149,36047009800h1230,36047009800h1230,f,1,inGrp
36047009800i5887,36047009800h1230,36047009800h1230,m,30,inGrp
36047009800i4032,36047009800h1230,36081047900s1,f,5,inGrp
36047009800i2688,36047009800h1230,36047009800h1230,f,46,inGrp
36085013201i214,36085013201h356,36085013201h356,m,83,inGrp
36085013201i556,36085013201h356,36085031902w51,f,84,inGrp
36047048100i2349,36047048100h1312,36047048100h1312,m,42,inGrp
36047048100i2352,36047048100h1312,36061011201w378,m,38,inGrp
36047048100i2344,36047048100h1312,36047048100h1312,m,44,inGrp
34003004002i4453,34003004002h1586,34003004002h1586,m,19,inGrp
34003004002i3302,34003004002h1586,34003004002h1586,m,67,inGrp
34003004002i3328,34003004002h1586,34003004002h1586,f,63,inGrp
36061013700i2098,36061013700h2171,36061013700h2171,m,28,inGrp
36047010200i5032,36047010200h943,36047010200h943,m,50,inGrp
36047010200i3405,36047010200h943,36081028300s1,m,7,inGrp
36047010200i3733,36047010200h943,36047010200h943,f,24,inGrp
36047010200i3905,36047010200h943,36047010200h943,m,36,inGrp
36047010200i5054,36047010200h943,36047010200h943,f,50,inGrp
36047010200i4460,36047010200h943,36047010200h943,m,43,inGrp
36047010200i3555,36047010200h943,36047010200h943,f,21,inGrp
36047010200i1989,36047010200h943,36047010200h943,f,21,inGrp
36047010200i1736,36047010200h943,36047010200h943,m,23,inGrp
36047010200i3355,36047010200h943,36047010200h943,m,35,inGrp
36047086400i1659,36047086400h557,36047091800s1,f,13,inGrp
36047086400i1380,36047086400h557,36047086400h557,f,25,inGrp
